nb requete;questions;couts;temps;date;requete_sql
1;je veux le chiffre d'affaire généré par les clients internationaux en 2024 et de 2023;0.01639395;48.420429706573486;06/10/2025 12:40;
1;je veux le top 10 des clients qui ont échangé le plus de point sargal en février 2025;0.01635095;50.40235471725464;06/10/2025 12:42;
1;donne moi le parc des takers de l'offre PASS NUIT 5 GO de 2025;0.01415495;32.7477867603302;06/10/2025 13:01;
1;donne moi le parc des takers des souscriptions de l'offre PASS NUIT 5 GO de 2025;0.0144818;54.06130647659302;06/10/2025 13:08;
1;donne moi le parc des takers des souscriptions de l'offre PASS NUIT 5 GO;0.01452325;30.65400266647339;06/10/2025 13:56;
1;donne moi le parc des takers des souscriptions PASS NUIT 5 GO;0.016822800000000002;34.301941871643066;06/10/2025 13:57;
1;Quel segment marché génère le plus de revenus HT par abonné;0.01773205;339.4288640022278;06/10/2025 14:05;
1;donne moi le nombre de clients qui sont data user en avril 2025;0.0228516;39.4618182182312;06/10/2025 14:21;
1;donne le parc des takers des souscriptions illimix 1300 DATA sur le mois de juin;0.01443695;35.719276905059814;06/10/2025 14:25;
1;donne moi le parc des takers des souscriptions illimix 1300 DATA sur le mois de juin;0.0144041;33.585225105285645;06/10/2025 14:27;
1;donne moi le parc des takers des souscriptions illimix 1300;0.012288600000000002;25.81754779815674;06/10/2025 14:29;
1;Quelle est le parc des takers des souscriptions à l'offre illimix 1300 DATA;0.01389235;42.15992569923401;06/10/2025 14:34;
1;Donne-moi le nombre d’abonnés ayant souscrit à ILLIMIX JOUR 500F sur les 3 derniers mois;0.0168467;43.48340320587158;06/10/2025 14:37;
1;Donne-moi le nombre d’abonnés ayant souscrit à l'offre ILLIMIX JOUR 500F sur les 3 derniers mois;0.0173443;47.91176676750183;06/10/2025 14:40;
1;Quelle formule tarifaire génère le plus de trafic 4G sur le mois de juin;0.016370500000000003;37.46319580078125;06/10/2025 14:51;
1;Quel est le chiffre d’affaires total généré par les offres data en 2024 ;0.0160676;38.355737924575806;06/10/2025 14:53;
1;je veux la segmentation des recharges des clients par départements en 2025;0.014736450000000002;33.98854160308838;06/10/2025 14:56;
1;Quel est la variation du Ca entre 2 mois consécutifs en 2025;0;138.7398431301117;06/10/2025 16:36;
1;Donne moi le Ca des offres de type bundle;0;52.628538846969604;06/10/2025 20:49;
1;Donne moi le Ca des souscriptions des offres Pass internet du mois de Janvier;0;24.21471357345581;06/10/2025 20:53;
1;quel est la pénétration des échangeurs de point Sargal au mois de Mars;0;26.73108172416687;06/10/2025 20:56;
1;quel est lévolution Year To Date de la pénétration des échangeurs de point Sargal au mois de décémbre 2024;0;23.941922426223755;06/10/2025 20:58;
1;Quelle est l'évolution du ca data par type de souscription;0;30.485928535461426;06/10/2025 21:01;
1;je veux la Segmentation des clients selon l’intensité d’usage data (actifs réguliers, occasionnels, inactifs).;0;25.63684391975403;06/10/2025 21:04;
1;je veux la Segmentation les utilisateurs illiflex selon la fréquence d’usage;0;20.67712688446045;06/10/2025 21:06;
1;Déterminer la meilleure période de souscription (début mois, mi-mois fin du mois) du mois de janvier;0;26.064773321151733;06/10/2025 21:10;
1;je veux la segmentation des utilisateurs par profils marketing, zones géographiques et formules tarifaires;0;45.89399194717407;06/10/2025 21:13;
1;donne moi ca des recharges de Janvier et de février;0;27.126535654067993;06/10/2025 21:16;
1;je veux le Nombre d’abonnés jeunes souscrit aux offres illiflex par région;0;26.766839265823364;06/10/2025 21:19;
1;determinez les offres les plus souscrites entre 20h et 00h via Orange Money;0;24.492366790771484;06/10/2025 21:24;
1;Quelle est l'évolution du trafic data;0;101.70060896873474;07/10/2025 09:09;
1;quel est l'évolution YTD de la pénétration du parc actif 4G au mois de juin;0;26.59575343132019;07/10/2025 10:13;
1;quelle est l'évolution du trafic data en 2025;0;18.832704305648804;07/10/2025 15:15;
1;donne moi le ca des recharges de février 2025;0;18.104940176010132;07/10/2025 15:57;
1;Donne moi le CA wave de janvier;0;60.07161235809326;09/10/2025 15:05;
1;je veux le volume du trafic data sur le réseau 4G en avril 2025;0;17.913982391357422;09/10/2025 15:28;
1;donne moi le volume d'appels vers Orange et Free;0;15.513549089431763;09/10/2025 15:44;
1;je veux le CA des recharges;0;19.447094202041626;09/10/2025 15:54;
1;donne moi le montant des souscriptions par offres;0;16.024411916732788;09/10/2025 16:15;
1;donne moi le volume d'appels vers Orange , Expresso et Free en janvier;0;58.32521152496338;10/10/2025 08:59;
1;donne moi le CA de juin 2024 à juin 2025;0;72.00175929069519;12/10/2025 19:09;
1;Donne moi le ca de janvier à juin;0;27.15610694885254;12/10/2025 19:41;
1;donne moi le ca payg voix du mois de septembre;0;123.86422824859619;13/10/2025 10:17;
1;donne moi le ca payg du mois de septembre;0;17.975658893585205;13/10/2025 10:26;
1;donne moi le ca payg voix du mois de septembre;0;25.660224676132202;13/10/2025 10:28;
1;donne moi le ca pass internationaux;0;21.002798080444336;13/10/2025 10:32;
1;donne moi le ca des recharges de 2025;0;118.13699007034302;16/10/2025 15:09;
